,transaction_type_ATM Withdrawal,transaction_type_Online,transaction_type_POS,device_type_Laptop,device_type_Mobile,location_Mumbai,location_New York,location_Sydney,location_Tokyo,merchant_Electronics,merchant_Groceries,merchant_Restaurants,merchant_Travel,auth_method_Biometric,auth_method_OTP,auth_method_PIN,card_type_Amex,card_type_Discover,card_type_Visa
30024,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
30025,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
30026,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
30027,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
30028,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
30029,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
30030,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
30031,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1
30032,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
30033,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1
30034,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
30035,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
30036,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
30037,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
30038,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
30039,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
30040,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
30041,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
30042,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
30043,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
30044,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
30045,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
30046,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
30047,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
30048,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30049,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
30050,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30051,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
30052,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
30053,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
30054,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
30055,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
30056,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30057,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
30058,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
30059,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
30060,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
30061,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
30062,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
30063,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
30064,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
30065,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30066,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30067,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
30068,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
30069,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
30070,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
30071,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
30072,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
30073,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
30074,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0
30075,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
30076,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
30077,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
30078,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
30079,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
30080,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
30081,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
30082,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
30083,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
30084,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
30085,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
30086,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
30087,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30088,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
30089,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
30090,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
30091,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
30092,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
30093,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
30094,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
30095,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
30096,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
30097,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
30098,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
30099,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
30100,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30101,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
30102,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
30103,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
30104,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
30105,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
30106,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
30107,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
30108,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
30109,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
30110,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
30111,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
30112,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
30113,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
30114,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
30115,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
30116,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
30117,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
30118,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
30119,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1
30120,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
30121,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
30122,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30123,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
30124,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
30125,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
30126,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
30127,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
30128,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
30129,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
30130,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
30131,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
30132,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
30133,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
30134,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
30135,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
30136,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
30137,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
30138,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
30139,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
30140,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
30141,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
30142,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
30143,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
30144,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
30145,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
30146,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
30147,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
30148,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1
30149,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
30150,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
30151,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
30152,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
30153,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
30154,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
30155,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
30156,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
30157,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
30158,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
30159,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
30160,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
30161,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
30162,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
30163,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
30164,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
30165,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
30166,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
30167,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
30168,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
30169,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
30170,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
30171,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
30172,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
30173,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
30174,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
30175,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
30176,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
30177,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
30178,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
30179,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
30180,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
30181,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0
30182,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
30183,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
30184,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
30185,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
30186,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
30187,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
30188,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
30189,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
30190,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
30191,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
30192,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
30193,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
30194,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
30195,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
30196,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
30197,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
30198,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
30199,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
30200,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
30201,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
30202,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
30203,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
30204,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
30205,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
30206,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
30207,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
30208,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
30209,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
30210,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
30211,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
30212,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
30213,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
30214,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
30215,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
30216,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
30217,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
30218,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
30219,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
30220,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
30221,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
30222,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
30223,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
30224,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
30225,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
30226,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
30227,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
30228,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
30229,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
30230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
30231,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
30232,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
30233,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
30234,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
30235,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
30236,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
30237,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
30238,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
30239,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
30240,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
30241,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
30242,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
30243,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
30244,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
30245,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
30246,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
30247,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
30248,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
30249,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
30250,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
30251,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
30252,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
30253,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30254,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
30255,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
30256,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
30257,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30258,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
30259,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
30260,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
30261,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
30262,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
30263,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
30264,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
30265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30266,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
30267,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
30268,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
30269,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
30270,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30271,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
30272,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30273,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
30274,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
30275,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
30276,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
30277,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
30278,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
30279,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
30280,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
30281,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
30282,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
30283,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
30284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30285,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
30286,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
30287,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
30288,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30289,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
30290,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
30291,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
30292,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30293,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
30294,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
30295,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
30296,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
30297,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
30298,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
30299,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
30300,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
30301,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
30302,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
30303,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
30304,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
30305,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
30306,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
30307,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
30308,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
30309,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
30310,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
30311,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
30312,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
30313,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
30314,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0
30315,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30316,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
30317,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
30318,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
30319,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
30320,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
30321,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
30322,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
30323,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
30324,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
30325,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
30326,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
30327,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
30328,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
30329,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
30330,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
30331,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30332,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
30333,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
30334,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
30335,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
30336,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
30337,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
30338,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
30339,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0
30340,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
30341,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
30342,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
30343,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
30344,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
30345,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
30346,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
30347,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1
30348,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
30349,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1
30350,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
30351,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
30352,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
30353,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
30354,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
30355,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
30356,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
30357,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
30358,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
30359,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
30360,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
