Transaction_Amount,Transaction_Type,Timestamp,Account_Balance,Device_Type,Location,Merchant_Category,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Type,Card_Age,Transaction_Distance,Authentication_Method,Risk_Score,Is_Weekend,Fraud_Label
30.42,ATM Withdrawal,2023-07-30 09:50:00,5977.97,Tablet,Sydney,Restaurants,1,0,1,201.49,0,Mastercard,229,492.06,PIN,0.5336,0,0
20.27,Bank Transfer,2023-08-26 23:39:00,8450.07,Laptop,New York,Restaurants,1,0,11,93.37,1,Discover,196,3852.92,Password,0.1472,1,0
54.01,POS,2023-08-13 03:29:00,81880.48,Tablet,Sydney,Electronics,0,0,3,305.64,0,Discover,58,1951.95,Biometric,0.5698,1,0
278.23,Bank Transfer,2023-11-30 19:45:00,71269.99,Tablet,Sydney,Travel,0,0,11,57.47,1,Visa,152,101.62,Biometric,0.1434,0,0
28.82,ATM Withdrawal,2023-12-26 22:47:00,44163.48,Tablet,Sydney,Travel,0,0,5,410.49,4,Amex,2,1446.87,PIN,0.0522,0,1
19.8,Bank Transfer,2023-08-11 21:04:00,72089.07,Laptop,London,Groceries,0,1,1,259.82,4,Visa,67,212.91,PIN,0.7701,0,1
138.72,POS,2023-09-11 22:15:00,84966.49,Tablet,London,Groceries,1,0,14,18.03,2,Visa,160,974.51,PIN,0.6969,0,0
63.22,ATM Withdrawal,2023-07-15 13:25:00,45482.93,Mobile,Mumbai,Groceries,0,0,9,234.24,0,Mastercard,108,743.38,PIN,0.7654,0,0
176.85,POS,2023-03-22 22:46:00,61724.65,Laptop,Tokyo,Electronics,0,0,6,48.26,4,Amex,232,4293.8,Password,0.1736,0,1
134.81,Online,2023-06-20 14:14:00,22773.37,Laptop,Mumbai,Travel,0,0,2,28.69,0,Mastercard,39,1216.71,OTP,0.3611,0,0
25.19,Bank Transfer,2023-08-27 14:06:00,31076.71,Laptop,New York,Clothing,0,0,5,180.09,3,Mastercard,135,4544.84,OTP,0.0899,0,0
21.58,ATM Withdrawal,2023-01-01 19:40:00,70819.04,Laptop,Mumbai,Clothing,0,0,10,198.92,0,Discover,171,3732.34,Password,0.5758,0,0
164.8,Bank Transfer,2023-09-30 04:02:00,25085.28,Laptop,Sydney,Restaurants,0,1,8,239.45,4,Mastercard,138,974.3,PIN,0.375,1,1
39.1,Online,2023-02-13 22:17:00,8969.4,Mobile,Sydney,Electronics,0,0,9,259.43,2,Amex,110,4498.34,OTP,0.1092,0,0
131.03,Online,2023-03-12 19:01:00,99577.81,Tablet,New York,Groceries,0,0,2,388.99,0,Discover,49,2999.67,PIN,0.7562,1,0
1.63,POS,2023-03-09 01:07:00,93309.38,Laptop,Tokyo,Groceries,0,0,9,407.97,4,Discover,15,3903.03,OTP,0.9871,0,1
45.57,POS,2023-08-14 03:43:00,72505.07,Tablet,London,Restaurants,0,0,13,261.9,4,Mastercard,49,1672.46,Password,0.1711,0,1
118.18,Bank Transfer,2023-04-23 11:19:00,25711.33,Tablet,Sydney,Electronics,0,0,10,303.48,0,Amex,125,4316.77,OTP,0.286,1,0
20.17,Online,2023-07-27 02:07:00,37968.39,Tablet,Sydney,Groceries,0,0,8,392.0,0,Discover,129,320.01,Password,0.9186,1,1
16.86,ATM Withdrawal,2023-02-04 09:37:00,51229.42,Mobile,Mumbai,Travel,0,0,9,89.95,1,Discover,60,3305.09,Biometric,0.9946,0,1
282.23,POS,2023-05-19 14:12:00,89461.85,Tablet,New York,Groceries,0,0,9,402.12,2,Mastercard,161,2168.01,Biometric,0.3899,0,0
173.01,ATM Withdrawal,2023-01-19 10:21:00,29421.14,Mobile,Sydney,Groceries,0,0,1,108.5,0,Mastercard,233,490.49,Password,0.7162,1,0
156.82,Bank Transfer,2023-06-11 22:16:00,56676.36,Tablet,New York,Restaurants,0,0,8,50.92,2,Visa,157,920.27,Biometric,0.6913,1,0
57.75,POS,2023-09-21 00:15:00,97342.9,Mobile,Sydney,Restaurants,0,0,8,134.01,4,Mastercard,166,742.64,Biometric,0.9496,0,1
66.03,POS,2023-01-30 02:49:00,89467.5,Tablet,New York,Travel,0,1,12,267.88,4,Discover,108,3548.64,PIN,0.3138,0,1
260.35,Bank Transfer,2023-02-09 08:23:00,82483.75,Tablet,New York,Clothing,0,0,6,76.55,1,Discover,208,1774.13,Biometric,0.2526,1,0
144.79,POS,2023-09-30 22:58:00,74798.82,Mobile,Sydney,Groceries,0,0,14,370.07,2,Amex,203,4776.79,Biometric,0.4627,0,0
149.46,ATM Withdrawal,2023-03-07 14:55:00,37617.43,Tablet,Sydney,Clothing,0,1,8,130.36,1,Mastercard,24,4078.56,Password,0.3231,0,0
183.2,ATM Withdrawal,2023-05-30 09:55:00,96292.0,Mobile,London,Clothing,0,0,10,100.62,0,Discover,225,4495.82,PIN,0.742,1,0
17.06,Bank Transfer,2023-08-07 06:00:00,93630.15,Laptop,New York,Groceries,0,0,9,435.88,4,Discover,70,4943.15,Password,0.3092,1,1
36.17,Online,2023-07-11 08:08:00,78090.77,Tablet,London,Groceries,0,0,4,33.5,3,Mastercard,58,32.98,Biometric,0.5238,0,0
40.05,POS,2023-04-20 07:39:00,38258.75,Mobile,Sydney,Electronics,0,0,1,177.36,1,Discover,185,1072.43,OTP,0.614,1,0
344.32,Online,2023-05-04 15:57:00,13552.7,Laptop,Tokyo,Groceries,0,0,7,286.21,0,Visa,168,2465.81,PIN,0.3163,0,0
84.36,Online,2023-10-19 11:58:00,81971.97,Mobile,London,Electronics,0,0,7,191.52,2,Mastercard,221,1767.62,Password,0.4215,0,0
75.02,POS,2023-04-22 00:56:00,81733.48,Mobile,Mumbai,Groceries,0,0,5,255.78,4,Mastercard,198,4691.38,OTP,0.9437,1,1
17.24,Bank Transfer,2023-08-04 03:46:00,91394.17,Laptop,Mumbai,Restaurants,0,0,3,239.32,2,Discover,49,912.88,Biometric,0.8437,0,0
41.59,Bank Transfer,2023-03-17 10:37:00,74935.43,Tablet,London,Electronics,0,0,13,25.97,3,Amex,156,1527.59,OTP,0.5614,1,0
72.2,Bank Transfer,2023-03-03 04:13:00,31369.25,Laptop,Mumbai,Travel,0,0,10,30.99,0,Visa,116,4833.91,OTP,0.8422,0,0
9.3,ATM Withdrawal,2023-06-15 22:18:00,73746.14,Tablet,Tokyo,Electronics,0,1,7,404.78,4,Amex,97,2925.76,OTP,0.5597,1,1
113.11,ATM Withdrawal,2023-09-19 11:28:00,35649.07,Mobile,Mumbai,Electronics,0,0,7,374.36,2,Visa,218,3247.57,Biometric,0.0655,0,0
1.33,Bank Transfer,2023-04-01 22:17:00,89424.83,Laptop,Sydney,Electronics,0,0,10,203.32,2,Discover,205,779.01,OTP,0.4423,0,0
0.53,Online,2023-11-26 01:07:00,78208.21,Mobile,Tokyo,Travel,1,0,14,158.5,4,Discover,145,2878.27,Password,0.6913,0,1
89.16,Bank Transfer,2023-09-02 17:18:00,81372.09,Laptop,Mumbai,Clothing,0,1,8,250.15,0,Amex,135,3176.05,Password,0.9301,0,1
36.35,Online,2023-02-12 21:44:00,74349.99,Mobile,Mumbai,Restaurants,0,0,11,149.93,3,Amex,108,4063.92,PIN,0.5024,1,0
69.77,Online,2023-02-12 00:10:00,82428.42,Laptop,London,Travel,0,0,11,408.19,2,Mastercard,21,1827.19,PIN,0.6731,0,0
8.49,Bank Transfer,2023-04-19 00:57:00,94000.89,Tablet,New York,Groceries,0,0,7,119.75,1,Amex,181,3240.06,OTP,0.2531,0,0
2.86,ATM Withdrawal,2023-06-09 07:45:00,28160.04,Mobile,New York,Restaurants,0,0,12,429.69,2,Visa,231,1094.7,Password,0.7425,0,0
9.46,ATM Withdrawal,2023-09-30 15:58:00,11296.49,Tablet,Tokyo,Groceries,0,0,5,298.66,0,Amex,163,242.24,OTP,0.8734,1,1
341.1,ATM Withdrawal,2023-02-19 10:38:00,60766.94,Mobile,Mumbai,Electronics,0,0,14,217.42,2,Mastercard,27,2898.38,Biometric,0.0337,1,0
60.45,Online,2023-05-20 09:29:00,42617.57,Tablet,Tokyo,Travel,0,0,8,254.35,1,Discover,100,4590.99,PIN,0.3678,0,0
22.33,POS,2023-11-06 10:39:00,3799.02,Tablet,Tokyo,Groceries,0,1,3,154.35,2,Mastercard,89,422.83,Password,0.5895,0,0
20.24,Online,2023-04-06 03:04:00,24669.48,Tablet,New York,Clothing,0,0,7,342.53,2,Discover,236,2180.72,Biometric,0.6136,1,0
135.27,ATM Withdrawal,2023-09-04 20:59:00,95421.11,Tablet,London,Clothing,0,0,1,332.28,1,Mastercard,12,2307.53,Password,0.3826,0,0
155.29,Online,2023-06-29 13:43:00,3964.43,Mobile,Mumbai,Groceries,0,0,14,163.25,3,Discover,179,4555.56,Password,0.8129,1,0
17.49,ATM Withdrawal,2023-10-03 02:53:00,87217.71,Mobile,Tokyo,Restaurants,0,0,11,109.83,2,Visa,131,3698.72,PIN,0.0305,0,0
15.33,Online,2023-03-05 03:56:00,50085.99,Tablet,London,Clothing,0,0,5,134.62,4,Amex,101,1239.16,OTP,0.7457,1,1
90.12,Online,2023-08-01 09:27:00,94020.52,Laptop,New York,Clothing,0,0,8,64.52,0,Visa,1,4722.35,Biometric,0.4763,0,0
226.02,ATM Withdrawal,2023-09-05 03:16:00,77766.99,Mobile,Tokyo,Travel,0,0,7,208.27,2,Mastercard,126,3218.61,Biometric,0.6646,0,0
39.16,Bank Transfer,2023-03-25 12:53:00,64331.87,Laptop,Mumbai,Restaurants,0,1,7,136.55,0,Visa,31,772.83,OTP,0.2181,0,0
92.53,ATM Withdrawal,2023-08-12 03:35:00,29985.26,Mobile,Tokyo,Travel,0,0,13,252.35,2,Amex,46,4932.25,Password,0.0512,0,0
178.04,POS,2023-09-30 21:49:00,48723.2,Mobile,New York,Restaurants,0,0,3,398.28,2,Visa,142,3651.46,OTP,0.6145,1,0
83.45,Online,2023-06-12 23:20:00,55579.09,Tablet,Mumbai,Restaurants,0,0,10,191.97,2,Discover,53,4851.24,PIN,0.8825,0,1
48.26,ATM Withdrawal,2023-10-10 04:30:00,99573.48,Tablet,London,Groceries,0,0,11,374.91,1,Mastercard,10,4413.53,Password,0.0472,1,0
105.51,ATM Withdrawal,2023-07-10 18:05:00,54979.96,Tablet,Tokyo,Electronics,0,0,8,413.15,4,Visa,80,1133.5,Password,0.1823,0,1
126.76,Online,2023-11-02 21:27:00,61265.5,Tablet,New York,Restaurants,0,0,3,175.24,2,Amex,147,293.62,Biometric,0.6181,0,0
215.38,Bank Transfer,2023-11-23 12:24:00,7491.68,Tablet,London,Clothing,0,0,12,109.61,4,Mastercard,237,2636.31,Biometric,0.1598,1,1
16.91,ATM Withdrawal,2023-11-15 09:32:00,66779.44,Mobile,Mumbai,Clothing,0,0,3,498.89,4,Discover,160,1123.96,OTP,0.0506,0,1
143.38,Bank Transfer,2023-01-27 01:30:00,58690.13,Laptop,Sydney,Groceries,0,0,7,11.12,2,Amex,26,4006.62,Biometric,0.3994,0,0
108.99,Online,2023-03-02 09:42:00,6270.15,Laptop,Tokyo,Electronics,0,0,5,369.91,3,Mastercard,50,4611.16,PIN,0.6379,1,0
17.36,Bank Transfer,2023-02-14 15:31:00,77593.95,Mobile,New York,Groceries,0,1,13,24.18,0,Discover,18,2007.56,PIN,0.4869,0,0
307.54,Bank Transfer,2023-03-10 01:49:00,51319.23,Mobile,New York,Restaurants,0,0,10,204.12,0,Visa,173,3304.07,Biometric,0.7166,0,0
51.95,POS,2023-12-27 10:05:00,15238.31,Tablet,New York,Travel,0,0,8,425.62,0,Amex,236,806.18,Biometric,0.0478,0,0
203.43,ATM Withdrawal,2023-01-20 03:57:00,32107.16,Tablet,Sydney,Clothing,0,0,14,145.87,4,Amex,18,4269.5,OTP,0.5101,0,1
182.43,Bank Transfer,2023-04-04 00:00:00,47665.8,Laptop,Sydney,Electronics,1,0,10,216.08,4,Mastercard,109,3731.34,OTP,0.6979,0,1
18.52,Bank Transfer,2023-02-16 14:53:00,57267.42,Laptop,Mumbai,Travel,0,0,5,58.53,0,Amex,18,3885.15,PIN,0.0775,0,0
102.91,ATM Withdrawal,2023-02-21 23:45:00,14246.14,Mobile,Tokyo,Travel,0,0,4,258.06,4,Visa,163,4618.95,Biometric,0.9539,0,1
1.99,Bank Transfer,2023-12-18 04:52:00,63814.63,Mobile,Tokyo,Electronics,0,0,4,298.23,0,Visa,136,3917.9,Password,0.9946,0,1
1.01,Online,2023-09-25 23:20:00,28204.95,Laptop,Tokyo,Travel,0,0,13,447.16,1,Mastercard,94,2388.4,OTP,0.962,0,1
468.7,Bank Transfer,2023-09-27 03:57:00,4475.05,Laptop,Tokyo,Electronics,0,0,9,50.06,4,Amex,120,835.9,Password,0.1766,1,1
15.14,Bank Transfer,2023-02-16 17:21:00,15378.63,Laptop,New York,Clothing,0,0,4,124.44,4,Discover,187,4314.74,Password,0.2382,0,1
34.59,ATM Withdrawal,2023-12-18 01:15:00,49967.38,Mobile,Mumbai,Clothing,0,0,10,161.18,4,Discover,214,2261.92,OTP,0.8865,0,1
9.85,ATM Withdrawal,2023-09-22 12:00:00,46488.86,Laptop,New York,Travel,0,0,13,236.64,1,Visa,239,362.44,Biometric,0.5452,0,0
8.82,Bank Transfer,2023-10-22 00:42:00,44790.02,Mobile,London,Clothing,0,0,6,83.14,0,Mastercard,149,137.04,Biometric,0.3479,1,0
25.64,Online,2023-04-13 23:10:00,34791.41,Laptop,Sydney,Clothing,0,0,1,369.86,2,Visa,171,1873.4,PIN,0.102,0,0
63.77,ATM Withdrawal,2023-05-24 00:12:00,88405.3,Laptop,London,Travel,0,0,8,489.88,2,Discover,122,1252.34,PIN,0.5682,1,0
44.88,Bank Transfer,2023-12-06 13:36:00,18928.86,Tablet,Tokyo,Restaurants,0,0,14,178.97,2,Mastercard,30,2757.69,OTP,0.6182,1,0
112.34,ATM Withdrawal,2023-04-03 14:05:00,85927.15,Mobile,Tokyo,Groceries,0,0,7,484.32,4,Discover,105,4232.06,Biometric,0.7719,1,1
81.5,Online,2023-10-05 19:11:00,50305.19,Tablet,Tokyo,Restaurants,0,0,1,291.81,3,Visa,84,4173.19,PIN,0.5111,0,0
39.91,POS,2023-05-11 12:50:00,92490.53,Tablet,New York,Travel,1,0,10,53.85,3,Amex,155,1022.19,Biometric,0.4625,0,0
227.03,ATM Withdrawal,2023-08-30 14:54:00,58693.35,Mobile,Tokyo,Restaurants,0,0,11,174.3,1,Mastercard,205,4306.41,Biometric,0.5166,1,0
66.27,POS,2023-04-19 11:52:00,64198.05,Mobile,New York,Electronics,0,0,3,103.51,0,Amex,135,2644.29,PIN,0.7455,0,0
207.69,ATM Withdrawal,2023-03-07 06:48:00,31222.66,Tablet,New York,Groceries,0,0,6,124.58,3,Visa,34,3803.78,OTP,0.3366,0,0
224.65,Bank Transfer,2023-09-13 21:43:00,56059.53,Mobile,New York,Groceries,0,0,3,487.48,1,Discover,8,1736.3,PIN,0.5079,1,0
167.46,POS,2023-09-30 20:46:00,51917.56,Tablet,London,Travel,0,0,10,480.33,1,Discover,127,3497.63,Password,0.0134,0,0
13.59,POS,2023-04-05 11:50:00,90524.32,Laptop,New York,Groceries,0,0,6,470.44,3,Amex,142,4309.29,Password,0.3035,0,0
342.88,ATM Withdrawal,2023-04-18 03:37:00,82719.27,Laptop,London,Restaurants,0,0,5,135.45,1,Amex,220,1218.83,OTP,0.8791,0,1
147.06,POS,2023-07-25 03:50:00,62600.54,Mobile,Mumbai,Clothing,0,0,10,238.27,0,Discover,238,887.89,Biometric,0.285,0,0
135.2,Online,2023-03-01 03:57:00,69157.22,Mobile,Sydney,Clothing,0,0,1,336.98,2,Discover,146,4524.03,Password,0.7424,0,0
183.06,ATM Withdrawal,2023-07-11 23:13:00,85743.11,Mobile,London,Electronics,0,0,9,38.32,2,Discover,85,632.92,PIN,0.1392,0,0
116.17,ATM Withdrawal,2023-12-27 09:07:00,43691.84,Laptop,New York,Restaurants,0,0,13,238.32,2,Discover,195,1275.81,PIN,0.5535,1,0
130.04,ATM Withdrawal,2023-10-22 12:06:00,65893.34,Mobile,London,Clothing,0,0,11,380.13,3,Amex,202,1358.93,PIN,0.8609,0,1
74.11,POS,2023-09-14 14:40:00,12073.48,Mobile,Sydney,Travel,0,0,10,143.82,1,Amex,83,672.03,Biometric,0.9747,0,1
11.94,ATM Withdrawal,2023-07-01 04:17:00,78088.25,Mobile,Tokyo,Clothing,0,0,14,183.15,1,Amex,224,2475.59,Biometric,0.8934,0,1
167.46,POS,2023-08-03 03:22:00,64667.99,Laptop,Tokyo,Travel,0,1,11,459.89,1,Mastercard,237,4045.77,PIN,0.2858,1,0
170.64,Bank Transfer,2023-02-22 08:50:00,95117.19,Tablet,Mumbai,Electronics,0,0,4,76.28,1,Amex,150,4574.07,Biometric,0.3111,0,0
73.08,ATM Withdrawal,2023-09-07 16:07:00,31236.24,Tablet,Tokyo,Restaurants,0,0,5,27.32,1,Amex,172,1550.22,PIN,0.6804,0,0
369.56,ATM Withdrawal,2023-07-06 12:42:00,55611.27,Laptop,Tokyo,Groceries,0,0,10,217.84,0,Discover,201,2130.17,Biometric,0.4233,0,0
56.78,Online,2023-05-25 15:13:00,90706.71,Tablet,Sydney,Groceries,0,0,13,351.89,2,Visa,122,2274.85,OTP,0.7281,1,0
19.65,Online,2023-05-25 09:36:00,97875.34,Mobile,Sydney,Travel,0,1,9,57.55,4,Visa,90,3641.68,PIN,0.9806,1,1
0.31,POS,2023-03-09 21:46:00,26699.56,Tablet,Tokyo,Electronics,0,0,14,322.61,2,Amex,155,2732.96,OTP,0.9275,0,1
318.35,Bank Transfer,2023-07-19 04:00:00,32692.65,Mobile,London,Clothing,0,1,5,271.65,1,Amex,189,4852.17,Biometric,0.6058,0,0
17.38,ATM Withdrawal,2023-03-15 20:35:00,60383.16,Mobile,Mumbai,Clothing,0,0,1,34.35,0,Visa,171,1394.09,PIN,0.3449,0,0
416.99,POS,2023-08-02 01:03:00,46298.37,Laptop,Tokyo,Electronics,0,0,3,180.6,4,Visa,47,980.81,Password,0.7874,0,1
158.71,POS,2023-05-05 23:57:00,43943.33,Tablet,London,Groceries,0,0,8,161.96,2,Visa,73,1967.83,Biometric,0.6676,1,0
143.27,ATM Withdrawal,2023-07-15 09:07:00,92069.64,Mobile,London,Restaurants,0,0,1,246.44,0,Visa,58,2210.52,Password,0.7405,1,0
69.49,Online,2023-12-26 13:40:00,4337.37,Mobile,Tokyo,Clothing,0,0,7,364.06,4,Mastercard,215,2459.72,Password,0.8286,0,1
48.93,ATM Withdrawal,2023-04-12 02:19:00,57476.28,Tablet,Sydney,Travel,0,0,5,180.11,0,Discover,100,3599.46,OTP,0.3118,0,0
18.48,Bank Transfer,2023-07-23 17:09:00,34991.65,Laptop,New York,Restaurants,0,0,2,29.36,1,Visa,119,3380.37,Biometric,0.7314,0,0
7.25,ATM Withdrawal,2023-12-29 07:50:00,49409.11,Tablet,New York,Electronics,0,0,9,269.63,0,Amex,107,1218.16,PIN,0.0014,0,0
61.1,ATM Withdrawal,2023-10-30 20:47:00,71048.82,Tablet,New York,Clothing,0,0,11,175.85,2,Discover,169,1640.16,OTP,0.9758,0,1
195.13,ATM Withdrawal,2023-09-21 20:31:00,3433.82,Tablet,London,Electronics,0,0,5,358.06,1,Visa,120,744.15,OTP,0.9935,0,1
20.34,ATM Withdrawal,2023-10-02 17:51:00,66785.41,Laptop,New York,Groceries,0,0,8,42.65,2,Amex,237,2333.3,PIN,0.3166,0,0
143.24,POS,2023-03-03 03:01:00,15231.77,Mobile,Mumbai,Groceries,0,0,3,292.7,2,Mastercard,12,1051.31,PIN,0.4061,0,0
42.66,Bank Transfer,2023-04-14 10:33:00,59643.81,Tablet,Mumbai,Groceries,0,0,5,297.2,1,Mastercard,201,2081.36,PIN,0.9558,1,1
104.07,Bank Transfer,2023-03-25 06:23:00,5352.99,Tablet,Tokyo,Travel,0,0,9,108.38,4,Amex,137,1888.3,Biometric,0.6183,1,1
31.79,Bank Transfer,2023-11-03 07:12:00,7144.67,Mobile,Mumbai,Travel,0,0,5,486.6,4,Visa,91,1716.19,Password,0.883,0,1
144.45,Bank Transfer,2023-01-09 16:24:00,7028.64,Laptop,Mumbai,Restaurants,0,0,4,293.84,0,Visa,28,1213.41,Biometric,0.712,0,0
10.08,ATM Withdrawal,2023-06-03 19:47:00,31805.56,Mobile,New York,Clothing,0,0,10,393.88,0,Visa,22,3322.66,OTP,0.5057,0,0
47.22,POS,2023-12-12 19:45:00,69415.79,Tablet,Tokyo,Travel,0,0,3,144.16,1,Amex,166,86.84,Biometric,0.0158,0,0
169.26,Online,2023-11-27 03:54:00,91218.83,Mobile,London,Restaurants,0,0,6,158.92,0,Visa,196,3768.38,Password,0.0697,0,0
190.4,Online,2023-08-01 03:19:00,43079.05,Tablet,New York,Travel,0,0,13,490.23,2,Mastercard,21,3796.06,PIN,0.8355,0,0
81.23,Online,2023-07-25 15:47:00,96981.84,Tablet,London,Electronics,0,0,4,13.73,2,Discover,3,1030.72,Biometric,0.9546,0,1
233.68,POS,2023-08-13 04:37:00,48517.45,Mobile,New York,Groceries,0,0,9,258.32,2,Mastercard,226,2294.42,Password,0.5799,0,0
41.78,Bank Transfer,2023-10-16 22:56:00,10332.15,Laptop,New York,Travel,0,0,13,451.97,4,Visa,212,4843.41,OTP,0.9346,0,1
50.07,POS,2023-11-26 01:05:00,6597.21,Tablet,New York,Electronics,0,0,12,389.86,4,Amex,175,4539.79,PIN,0.5725,1,1
53.95,ATM Withdrawal,2023-03-31 01:26:00,23356.77,Mobile,New York,Electronics,0,0,8,250.44,4,Amex,52,1748.08,OTP,0.2797,0,1
215.45,Online,2023-07-17 03:04:00,69497.47,Tablet,London,Clothing,0,0,2,45.19,3,Discover,126,4107.34,Biometric,0.2958,0,0
76.42,POS,2023-06-08 18:34:00,36956.43,Laptop,Sydney,Travel,0,1,14,80.16,1,Mastercard,171,1256.61,OTP,0.9792,1,1
36.12,ATM Withdrawal,2023-02-16 15:33:00,35303.05,Mobile,New York,Restaurants,0,0,14,469.33,2,Visa,220,2224.62,OTP,0.6489,0,0
8.69,POS,2023-01-06 06:23:00,79079.35,Laptop,Mumbai,Electronics,0,1,7,498.33,1,Amex,192,518.8,OTP,0.9189,0,1
159.91,ATM Withdrawal,2023-07-31 06:09:00,93300.05,Laptop,Tokyo,Travel,0,0,10,189.17,3,Discover,153,3246.0,Biometric,0.6846,0,0
75.95,ATM Withdrawal,2023-05-28 02:48:00,91051.38,Laptop,Mumbai,Electronics,0,0,13,33.56,0,Amex,58,4207.93,Password,0.9696,0,1
5.02,ATM Withdrawal,2023-09-24 13:55:00,90870.94,Laptop,Mumbai,Electronics,0,0,9,49.24,0,Visa,137,3481.83,Password,0.8406,1,0
81.4,Bank Transfer,2023-08-21 16:17:00,62827.37,Tablet,New York,Electronics,0,0,9,345.36,4,Amex,18,4544.06,PIN,0.1496,1,1
324.85,ATM Withdrawal,2023-12-14 00:15:00,43634.81,Tablet,Mumbai,Electronics,0,0,3,385.32,2,Amex,99,702.77,Biometric,0.4718,0,0
86.01,POS,2023-01-16 18:33:00,32251.46,Laptop,Tokyo,Clothing,0,0,1,305.35,3,Amex,152,3118.31,OTP,0.9581,0,1
72.8,ATM Withdrawal,2023-09-29 19:51:00,53882.38,Tablet,London,Groceries,0,0,13,497.03,1,Mastercard,138,2108.46,Password,0.4286,0,0
22.02,ATM Withdrawal,2023-12-28 04:45:00,55851.38,Mobile,Sydney,Electronics,0,0,13,179.73,3,Visa,204,633.99,PIN,0.1305,1,0
63.71,ATM Withdrawal,2023-03-25 01:28:00,96597.42,Laptop,Tokyo,Travel,0,0,3,40.38,2,Visa,200,4010.94,Password,0.169,0,0
45.17,Online,2023-07-07 16:50:00,29397.13,Mobile,Tokyo,Clothing,0,1,10,30.72,4,Discover,136,1266.3,Biometric,0.7199,1,1
10.97,Bank Transfer,2023-03-24 10:31:00,14041.36,Mobile,Tokyo,Restaurants,0,0,10,500.0,0,Amex,33,223.43,Password,0.3565,0,0
109.51,ATM Withdrawal,2023-04-18 02:19:00,27348.97,Tablet,Tokyo,Clothing,0,1,7,407.94,0,Mastercard,175,4482.06,Password,0.9617,0,1
120.89,POS,2023-07-12 10:44:00,48517.38,Tablet,Tokyo,Clothing,0,0,5,337.85,1,Mastercard,11,1314.42,PIN,0.0427,0,0
114.59,POS,2023-06-19 10:49:00,35688.7,Tablet,London,Restaurants,0,0,13,187.28,4,Visa,227,1799.57,OTP,0.0022,1,1
128.66,Bank Transfer,2023-11-13 17:29:00,4710.2,Tablet,Sydney,Groceries,0,1,3,200.8,1,Discover,24,725.36,Password,0.7948,0,0
44.75,POS,2023-11-13 17:17:00,82365.62,Tablet,Tokyo,Clothing,0,0,5,101.49,3,Mastercard,84,4864.92,Biometric,0.2958,1,0
143.81,Bank Transfer,2023-12-01 05:26:00,57335.31,Mobile,Tokyo,Clothing,0,1,3,72.04,4,Amex,169,4531.09,Biometric,0.445,0,1
133.49,ATM Withdrawal,2023-04-21 22:51:00,55548.51,Laptop,Tokyo,Clothing,0,1,11,64.16,3,Discover,229,1889.56,Password,0.7625,1,0
108.94,Online,2023-12-24 23:41:00,95869.18,Tablet,New York,Groceries,0,0,12,255.56,0,Mastercard,154,1783.98,Biometric,0.9055,0,1
77.23,ATM Withdrawal,2023-10-10 15:57:00,96368.41,Tablet,London,Electronics,0,0,14,220.12,3,Mastercard,33,186.97,OTP,0.081,0,0
56.47,Online,2023-11-22 02:19:00,51906.89,Laptop,New York,Groceries,0,0,1,215.83,0,Mastercard,98,2762.16,PIN,0.0983,0,0
37.63,Online,2023-11-07 13:12:00,30988.67,Mobile,New York,Groceries,0,0,13,426.64,3,Mastercard,100,2559.62,Password,0.1284,0,0
34.62,POS,2023-07-13 13:26:00,97213.17,Tablet,New York,Groceries,0,0,2,238.84,0,Amex,203,3942.14,Biometric,0.5261,1,0
54.07,POS,2023-11-24 07:43:00,1562.94,Tablet,Tokyo,Electronics,0,0,14,71.44,3,Visa,32,3654.04,PIN,0.0025,0,0
40.91,Online,2023-06-17 01:48:00,58103.05,Mobile,London,Groceries,0,0,8,282.72,1,Discover,65,3118.02,PIN,0.249,0,0
183.01,POS,2023-02-26 18:05:00,4272.21,Laptop,Tokyo,Electronics,0,0,3,92.46,2,Discover,33,3009.26,Biometric,0.4957,1,0
13.42,POS,2023-11-05 16:23:00,85150.18,Laptop,Sydney,Groceries,1,0,10,96.92,4,Visa,164,1928.37,PIN,0.7433,0,1
79.71,ATM Withdrawal,2023-06-05 16:05:00,9988.06,Tablet,Mumbai,Electronics,0,0,2,38.81,2,Mastercard,132,677.15,PIN,0.6906,1,0
194.6,POS,2023-10-21 19:53:00,78033.94,Tablet,Sydney,Groceries,0,0,10,331.3,4,Visa,5,2566.55,Biometric,0.5203,0,1
12.38,ATM Withdrawal,2023-08-24 02:43:00,88816.46,Laptop,London,Travel,0,0,12,117.35,3,Visa,9,539.67,OTP,0.7823,0,0
27.44,ATM Withdrawal,2023-02-23 09:24:00,4055.15,Laptop,London,Travel,0,0,4,63.46,1,Visa,189,3359.48,Password,0.5423,0,0
49.6,Bank Transfer,2023-06-26 08:00:00,68846.11,Mobile,Mumbai,Clothing,0,0,3,341.55,3,Mastercard,239,3605.45,Biometric,0.8593,0,1
76.95,Online,2023-08-26 16:48:00,58510.04,Laptop,Mumbai,Clothing,0,0,14,433.16,4,Mastercard,132,2420.62,OTP,0.6695,0,1
35.7,Online,2023-09-13 03:17:00,29198.17,Tablet,New York,Clothing,0,0,1,23.11,3,Amex,113,3066.05,OTP,0.1411,1,0
