Transaction_Amount,Account_Balance,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Age,Transaction_Distance,Risk_Score,Is_Weekend,Fraud_Label,Timestamp_month,Timestamp_day,Timestamp_hour
5.58,41502.2,0,0,2,72.65,0,137,585.12,0.465,0,0,3,3,11
33.64,56797.4,0,0,2,45.04,1,75,4879.25,0.3549,0,0,12,2,23
92.63,48241.65,0,0,3,71.14,1,179,2021.0,0.9456,0,1,3,26,14
6.83,26297.65,0,0,9,302.33,4,63,4304.07,0.7157,0,1,1,16,12
43.79,20402.14,0,0,7,312.97,1,187,2779.79,0.1689,0,0,5,11,13
308.78,56837.95,0,0,7,363.49,2,20,3614.58,0.4128,0,0,8,27,2
8.75,45753.63,0,0,1,251.89,3,26,1678.73,0.2649,0,0,9,1,23
124.47,84148.71,0,1,12,397.88,1,49,3648.99,0.6076,1,0,1,14,2
65.13,71282.17,0,0,14,409.5,4,38,3889.2,0.3833,0,1,1,29,23
161.9,55911.6,0,0,14,48.84,0,149,1143.56,0.2983,0,0,7,31,8
29.61,12244.33,0,1,12,241.39,4,49,4247.77,0.134,1,1,8,10,8
1.06,58928.91,0,0,13,447.2,1,13,788.39,0.4232,0,0,9,5,16
104.85,3433.87,0,0,13,47.67,4,119,1222.96,0.4692,1,1,3,31,2
171.71,85301.37,0,0,9,377.43,3,193,3456.93,0.8839,0,1,6,8,12
5.9,15074.91,0,0,13,466.62,0,171,2578.27,0.8773,0,1,7,20,6
41.41,32848.87,0,0,7,59.51,3,132,3070.66,0.1514,0,0,12,6,21
245.83,13422.47,0,0,12,87.14,2,148,3529.2,0.5262,0,0,5,10,18
60.28,88354.3,0,0,6,20.07,0,221,897.03,0.9841,1,1,8,16,22
189.83,26326.14,0,1,13,475.35,3,32,2982.6,0.5139,1,0,7,2,10
197.57,39057.64,0,1,13,70.67,2,152,2099.21,0.1752,0,0,6,13,11
303.16,82479.79,0,0,3,278.49,4,96,1790.32,0.0527,0,1,2,7,11
91.92,29026.2,0,0,3,358.49,2,184,3294.54,0.7816,0,0,3,23,21
41.57,28446.06,0,0,8,378.54,1,12,3202.63,0.1985,1,0,10,8,0
150.7,83527.2,0,0,11,183.12,2,193,3809.24,0.2973,0,0,4,25,13
22.96,98591.04,1,0,6,348.55,0,131,2676.78,0.7174,1,0,11,5,17
35.92,22155.26,0,1,8,347.18,4,199,3883.35,0.5039,0,1,11,8,5
20.47,89741.97,0,0,9,246.0,2,168,3276.0,0.3482,0,0,5,10,15
88.25,94441.86,0,0,7,93.71,0,153,3700.04,0.261,1,0,1,22,20
1.68,6778.91,0,0,12,339.24,1,9,4081.7,0.415,0,0,1,9,4
130.32,37174.89,0,0,3,394.53,0,127,2366.3,0.2899,1,0,8,8,12
92.59,71206.57,0,1,14,240.29,0,178,4909.29,0.3425,1,0,9,12,21
53.79,26515.34,0,0,7,480.35,2,192,3291.18,0.9849,0,1,11,30,7
36.84,9986.51,0,0,8,243.46,0,120,4595.75,0.0839,1,0,10,20,20
102.66,26716.4,0,0,3,33.73,1,195,1441.8,0.5624,0,0,4,13,23
50.65,7037.21,0,0,7,116.17,3,144,208.41,0.81,1,0,3,27,8
7.37,76859.34,0,0,10,127.4,0,98,3983.72,0.2706,1,0,5,16,11
352.22,33262.04,0,1,4,284.59,1,215,4245.73,0.0726,0,0,1,15,6
44.2,67397.23,0,0,14,335.46,3,153,4991.92,0.5651,0,0,6,25,20
365.11,62374.62,0,0,8,102.87,1,188,3978.66,0.8001,0,0,5,19,11
185.91,6763.35,0,0,13,110.07,1,108,1438.44,0.8005,0,0,12,21,21
91.64,62684.47,0,1,4,443.77,3,236,830.12,0.654,0,0,10,15,6
59.62,81980.08,0,0,7,156.29,0,125,4135.77,0.4121,0,0,6,28,15
42.23,23780.21,0,1,10,326.03,0,111,3590.61,0.6876,0,0,10,17,13
89.35,87990.01,0,0,10,138.73,2,173,819.91,0.4561,1,0,1,15,5
31.97,49048.51,0,0,11,392.24,4,131,2136.02,0.2893,1,1,3,30,20
354.71,14794.15,0,0,12,217.05,1,219,4605.79,0.1972,0,0,3,17,15
5.23,79612.86,0,0,8,452.67,3,10,4355.82,0.5253,0,0,6,6,3
63.2,88262.22,0,0,5,364.07,2,72,4092.95,0.1336,0,0,2,20,21
7.04,68898.08,0,0,7,301.46,0,202,2612.82,0.5324,0,0,5,2,10
14.98,46706.94,0,0,5,490.15,0,161,3630.76,0.7481,0,0,7,16,19
17.18,51450.91,0,0,9,19.1,2,27,2610.52,0.1423,1,0,12,2,15
10.57,32542.53,0,0,12,276.23,0,82,4474.58,0.5143,1,0,7,24,8
34.86,22898.81,0,0,6,352.28,0,121,1272.38,0.4073,1,0,9,17,3
304.63,96204.04,0,0,2,371.5,3,32,3272.91,0.0311,0,0,5,2,8
53.24,29775.78,0,0,13,318.91,2,4,1134.76,0.6487,0,0,7,19,10
123.93,18147.99,0,0,3,478.93,1,136,2357.02,0.7307,0,0,9,7,20
105.31,2951.28,0,0,13,183.68,4,59,1870.52,0.8468,1,1,2,21,18
142.75,86069.89,0,0,14,378.17,4,109,3824.36,0.0548,1,1,9,11,12
76.07,33392.6,0,0,1,483.31,3,42,1111.36,0.8962,0,1,2,16,0
51.82,22473.66,0,0,8,261.97,3,70,3522.22,0.9274,0,1,7,29,6
60.09,89198.69,0,0,3,447.39,1,86,3225.41,0.9725,0,1,4,18,6
116.03,8051.75,0,0,9,485.16,0,124,3282.53,0.2033,0,0,11,15,3
7.04,61170.46,1,0,8,110.45,0,162,4241.04,0.571,1,0,5,4,7
150.77,53727.92,1,0,14,354.74,0,117,3743.98,0.126,1,0,3,6,20
100.62,42904.99,0,0,2,50.05,4,9,2724.77,0.5809,0,1,4,23,16
3.2,65286.81,0,0,12,115.88,2,180,1083.3,0.9856,0,1,6,24,2
93.99,26447.78,0,0,14,93.92,1,169,2708.19,0.4449,0,0,12,14,8
50.89,10060.27,0,0,1,297.44,1,140,4471.3,0.686,0,0,5,3,12
183.5,72854.11,0,0,7,370.73,3,168,1362.21,0.7946,0,0,7,7,13
83.45,51480.45,0,0,9,27.23,0,57,87.89,0.9885,0,1,3,3,5
248.9,31459.61,0,0,3,40.34,0,70,1618.86,0.7162,0,0,9,22,11
64.79,98233.79,0,0,5,41.15,2,26,2080.86,0.2556,0,0,3,8,6
69.83,77169.89,0,0,14,89.18,1,230,1380.67,0.5551,0,0,8,13,18
230.52,97979.15,0,0,5,370.69,4,86,3998.28,0.439,0,1,4,22,15
179.07,51955.37,1,0,8,205.66,2,124,2455.86,0.3663,1,0,7,5,12
92.68,31906.2,1,0,4,235.5,1,142,886.72,0.8697,1,1,7,29,4
37.53,76304.12,0,0,6,330.35,0,55,3114.59,0.6,0,0,4,4,15
145.57,982.98,0,0,9,435.12,2,55,1762.0,0.7667,1,0,8,8,7
57.01,15661.07,0,0,13,323.44,2,188,1398.95,0.6426,0,0,6,17,20
205.55,38182.55,0,0,10,479.01,4,178,1925.05,0.4936,0,1,6,12,17
78.58,96586.08,0,0,3,492.26,3,203,4382.89,0.2815,0,0,11,9,12
123.88,43851.06,0,0,1,95.56,4,67,2755.63,0.057,1,1,8,11,19
59.5,14314.17,0,0,14,266.94,1,81,1267.87,0.055,0,0,12,13,5
17.62,99378.0,0,0,11,319.32,1,125,2832.88,0.7715,0,0,4,11,3
18.34,41457.69,0,1,8,343.64,3,37,4527.4,0.5518,1,0,12,9,0
1.99,55610.38,0,0,9,361.13,1,62,2285.22,0.733,0,0,12,7,10
229.88,67391.57,0,0,6,31.6,4,223,2479.41,0.1066,0,1,6,23,11
41.77,70152.31,1,0,8,90.52,2,149,2335.63,0.7681,1,0,11,6,7
22.3,63319.3,0,0,8,343.29,1,152,2849.65,0.6653,0,0,6,17,4
3.97,79764.57,0,0,7,196.4,3,74,4640.41,0.32,0,0,7,11,3
396.2,35189.93,0,1,4,59.81,1,147,2139.33,0.8504,1,1,1,28,5
56.19,37639.36,0,0,13,450.71,1,172,1777.15,0.3524,0,0,10,20,3
83.0,66360.28,0,0,11,267.81,1,131,2758.83,0.7642,0,0,3,19,11
80.99,33732.77,0,0,5,113.06,0,13,353.37,0.33,1,0,3,6,4
378.63,37469.11,0,1,4,280.04,0,10,1200.72,0.5048,1,0,12,22,10
13.12,83124.64,0,0,5,420.26,2,157,995.68,0.7496,1,0,12,16,17
249.68,63005.13,0,0,3,47.53,3,65,381.5,0.783,1,0,12,4,16
147.61,39525.35,0,0,9,406.61,1,174,3249.36,0.0883,0,0,6,24,16
17.89,67868.93,0,0,12,280.47,1,66,4424.93,0.9543,0,1,4,24,2
218.7,23334.32,0,0,9,136.53,2,97,2893.67,0.1392,1,0,5,3,22
404.38,41518.8,1,0,5,101.87,2,164,2037.6,0.35,0,0,8,15,9
210.59,88821.97,0,0,6,335.61,4,188,4428.69,0.0892,0,1,4,6,13
66.87,48454.1,0,0,7,123.11,0,99,3472.9,0.7286,0,0,12,9,23
22.48,53633.64,0,1,12,150.11,3,130,3158.36,0.3344,1,0,12,4,21
34.46,77942.08,0,0,1,250.11,0,10,4354.3,0.1407,0,0,8,12,5
124.25,34072.57,0,0,14,359.72,3,84,1709.5,0.2737,0,0,10,9,5
6.12,94904.93,0,0,13,89.5,4,83,1154.1,0.8339,0,1,10,4,10
30.27,30371.13,0,0,7,486.76,4,188,2366.93,0.6125,0,1,10,6,22
124.47,76478.83,0,0,4,305.07,2,5,2277.96,0.243,0,0,11,25,18
99.39,97371.13,0,0,2,234.33,0,44,1083.18,0.2573,0,0,11,25,19
104.63,78609.11,0,0,13,75.95,3,111,3260.89,0.2971,1,0,4,27,6
1.55,84125.32,0,0,11,363.38,1,128,4306.31,0.5195,0,0,12,10,10
22.2,93912.9,0,0,5,88.81,3,226,855.31,0.2422,0,0,11,29,1
26.13,5074.41,0,0,6,432.12,3,64,4724.81,0.4249,0,0,6,24,5
24.81,60261.32,0,0,4,287.52,2,87,1436.02,0.2314,0,0,11,6,2
101.11,37300.41,0,0,14,111.56,1,68,3210.11,0.7305,0,0,6,26,22
42.6,63302.4,0,0,9,346.73,2,158,1115.49,0.7762,1,0,2,18,21
307.28,20035.45,0,0,12,89.71,2,126,4812.04,0.6239,1,0,8,28,12
164.44,14345.4,0,0,2,154.63,0,119,2774.63,0.7311,1,0,10,20,10
4.32,33989.23,0,0,9,383.45,1,8,4620.88,0.8664,0,1,9,9,23
56.94,45811.76,0,0,5,292.57,0,152,3624.07,0.6115,0,0,8,31,16
143.37,35051.59,0,0,9,93.42,1,218,630.14,0.5027,0,0,3,31,18
24.13,56314.23,0,0,7,173.44,0,72,4428.42,0.3137,0,0,12,10,18
22.82,81236.97,0,0,10,151.93,2,84,1763.15,0.381,0,0,8,30,23
4.36,30424.04,0,0,13,207.64,0,215,3086.32,0.2167,0,0,3,8,8
22.76,73546.83,0,0,11,62.24,0,223,4930.05,0.7072,1,0,10,18,2
313.71,38717.8,0,0,13,52.09,4,233,13.62,0.0761,0,1,2,17,12
62.39,4099.7,0,0,9,286.05,1,107,1706.28,0.3529,0,0,12,6,6
27.52,74224.25,0,0,1,240.22,3,226,1831.0,0.2655,0,0,1,9,7
88.97,5079.61,0,0,6,227.82,4,63,3943.35,0.8008,0,1,5,20,23
26.03,29971.86,0,1,8,234.96,3,80,4275.66,0.4412,0,0,12,29,4
91.85,30017.09,0,0,9,264.69,2,70,2960.94,0.2544,0,0,5,11,20
23.66,70971.35,0,1,8,139.03,4,19,633.71,0.4094,0,1,5,28,23
39.09,93793.22,1,0,13,376.77,0,39,1732.25,0.4543,0,0,3,6,7
8.23,40985.99,0,0,8,183.27,1,48,4675.5,0.2869,0,0,6,23,8
174.63,40927.8,0,0,2,132.11,2,100,1024.08,0.2673,1,0,1,31,7
96.68,13025.07,0,0,5,234.18,3,58,4516.04,0.3873,1,0,3,9,1
53.31,17780.8,0,0,8,47.72,3,182,2911.46,0.9286,0,1,4,2,10
33.69,51650.23,0,0,2,57.41,0,202,2637.12,0.7668,0,0,7,10,2
13.96,78347.64,0,0,4,105.92,2,165,3070.28,0.1224,0,0,11,19,4
34.48,77994.21,0,0,14,33.04,3,62,333.09,0.8708,1,1,3,1,3
158.22,43070.57,0,0,1,380.7,2,212,2649.07,0.1077,1,0,6,24,0
3.62,90232.69,0,0,4,55.13,3,4,2421.66,0.5436,0,0,10,15,1
59.4,78888.14,0,0,8,358.16,0,34,1134.68,0.5601,1,0,12,16,2
8.58,40898.23,0,0,3,60.08,3,191,2847.15,0.6048,1,0,8,10,12
321.88,54561.11,0,0,2,209.81,1,111,1243.39,0.3796,0,0,3,13,19
123.87,92797.8,0,0,4,163.38,0,158,4689.56,0.9174,0,1,8,1,2
62.87,56714.27,0,0,1,183.91,0,103,1025.16,0.9587,1,1,11,17,18
75.06,84295.45,0,0,7,182.2,4,57,1031.8,0.1335,0,1,2,26,9
22.55,50004.49,0,0,2,206.55,2,206,2791.03,0.8654,0,1,5,26,9
14.07,75446.23,0,0,3,360.03,3,164,3052.62,0.627,0,0,3,14,23
150.36,62686.13,0,0,9,282.23,1,129,2485.4,0.1696,0,0,12,31,2
47.61,16289.66,0,0,6,162.47,0,141,4467.09,0.2484,0,0,9,6,13
3.7,47675.61,0,0,12,262.59,2,157,2572.49,0.5802,1,0,12,27,20
14.28,41984.3,0,0,6,435.53,1,189,4836.49,0.0266,1,0,5,14,12
12.21,24762.94,1,0,13,144.98,2,228,4832.98,0.3071,0,0,10,25,22
16.84,80263.93,0,0,4,301.17,4,127,2200.83,0.9122,0,1,1,1,9
21.83,66993.74,0,1,11,488.91,0,122,509.56,0.6323,0,0,11,15,5
221.57,49256.57,0,0,7,186.57,0,173,2833.98,0.1261,0,0,2,2,13
26.17,78021.35,0,0,14,284.02,2,49,2266.31,0.5751,0,0,11,17,3
63.44,53783.32,0,0,5,51.74,0,183,3963.55,0.3414,0,0,1,25,0
124.47,92127.43,0,0,8,397.17,1,110,666.15,0.0645,0,0,10,1,6
35.43,14754.88,0,0,12,309.75,0,216,4517.56,0.27,0,0,12,24,2
139.98,53777.01,0,0,9,120.05,4,156,427.91,0.6407,0,1,4,3,9
78.84,27506.94,0,1,13,93.36,2,56,4266.76,0.5645,0,0,6,7,20
344.04,98979.46,0,0,9,387.71,3,228,4825.84,0.3935,1,0,10,6,4
82.07,75225.17,0,0,13,18.63,0,182,554.28,0.6145,0,0,8,2,10
40.19,81041.12,0,0,9,253.05,4,41,307.94,0.4123,0,1,9,21,2
205.92,21783.49,0,0,12,149.64,4,65,2054.68,0.6997,0,1,7,1,15
49.5,71337.7,0,0,4,319.28,1,81,4038.45,0.9534,0,1,6,28,5
90.31,13885.29,0,0,7,238.69,0,80,2568.61,0.2081,0,0,10,3,9
100.0,96557.22,0,0,12,19.09,1,47,1413.72,0.1293,0,0,12,22,23
85.23,32338.45,0,0,9,81.35,0,111,3007.86,0.8326,0,0,9,28,11
137.76,14008.12,0,0,1,495.83,2,191,1159.56,0.3383,0,0,8,11,3
46.84,65840.71,0,0,8,185.08,2,60,2137.15,0.3339,0,0,12,31,17
31.36,52316.04,0,0,9,470.68,3,75,4899.99,0.0902,0,0,3,23,17
8.7,7929.59,0,0,6,497.81,4,228,4996.83,0.5951,0,1,8,19,11
22.79,72330.43,0,0,4,120.36,1,177,4959.07,0.8773,1,1,1,6,9
69.96,22614.14,0,0,10,130.72,3,21,2539.06,0.7297,0,0,11,9,3
488.19,14897.13,0,0,11,84.83,0,228,2349.71,0.0593,1,0,9,8,2
11.18,84429.83,0,0,8,45.82,3,85,3776.7,0.4456,0,0,6,3,21
138.71,14493.91,0,0,8,48.51,0,209,4314.05,0.616,0,0,1,1,8
91.38,11564.48,0,0,14,302.85,3,78,496.06,0.4785,0,0,2,15,3
97.81,92080.45,0,0,11,249.37,3,14,4847.54,0.0495,0,0,7,14,22
299.47,61740.15,0,1,3,388.17,2,157,2978.59,0.2389,0,0,8,25,19
92.32,20465.19,1,1,5,262.3,0,38,1684.59,0.259,0,0,1,2,19
15.15,35959.91,0,0,10,304.27,0,57,4421.48,0.3087,1,0,3,5,3
28.37,20494.48,0,0,1,189.75,1,180,258.66,0.6611,1,0,6,8,12
70.01,91760.04,0,0,3,122.78,0,20,4701.36,0.7141,0,0,8,8,0
126.8,71029.9,0,0,3,470.96,1,176,377.4,0.5283,1,0,11,24,20
118.33,7959.43,0,0,12,462.99,1,58,2440.88,0.5192,0,0,9,4,9
46.29,46953.56,0,0,10,91.42,4,220,4829.46,0.7753,0,1,3,11,7
73.38,52475.8,1,0,2,156.49,2,182,3428.39,0.7563,0,0,8,25,16
6.72,62009.48,1,0,13,111.79,3,195,3426.27,0.7344,0,0,9,3,11
70.84,1731.39,0,0,5,316.0,2,180,2762.97,0.9361,1,1,9,28,8
4.88,74865.44,0,0,4,236.94,3,207,2490.12,0.9386,0,1,12,17,12
132.32,91782.98,1,0,13,201.05,3,119,3283.76,0.4305,0,0,1,12,1
27.65,43042.52,0,0,11,211.9,0,139,1309.41,0.458,0,0,2,15,12
149.94,9415.2,0,0,6,211.14,1,46,2570.02,0.0261,0,0,4,8,17
141.65,13202.46,0,0,6,267.81,1,233,435.5,0.5215,1,0,8,22,23
40.27,70333.54,0,0,4,246.6,4,133,708.02,0.0455,0,1,5,9,6
88.53,42726.52,1,0,14,253.53,1,49,912.99,0.7314,0,0,1,13,22
21.07,42363.96,0,0,12,42.42,1,230,3140.68,0.7989,0,0,12,14,4
78.44,10506.62,0,0,5,65.89,0,71,3460.69,0.9786,0,1,5,4,8
133.71,65546.56,0,0,2,445.48,1,116,3490.07,0.6838,0,0,9,5,11
53.91,35085.2,0,0,11,185.11,0,152,4952.58,0.7975,0,0,7,24,10
14.9,69671.52,0,0,14,397.98,1,101,3429.62,0.8567,0,1,6,15,3
377.37,19399.16,0,0,6,37.67,1,84,3635.0,0.9923,0,1,8,8,17
121.57,82571.16,0,0,4,320.96,1,176,3405.99,0.7262,0,0,9,24,2
91.72,11824.09,1,0,11,395.78,0,186,2805.15,0.0272,0,0,1,19,5
179.51,84319.89,0,1,14,392.04,0,106,3519.56,0.9253,0,1,3,22,16
51.71,14493.64,0,1,13,53.49,3,149,400.48,0.3739,1,0,11,23,14
126.26,14864.25,0,0,14,236.74,1,102,2950.81,0.2598,0,0,1,20,21
651.73,67544.72,0,0,11,213.8,4,57,3930.29,0.3891,0,1,4,18,18
129.19,61220.32,1,0,2,87.76,3,130,3921.52,0.3008,0,0,9,13,2
3.94,34616.94,0,0,7,212.36,1,219,2234.51,0.4905,0,0,2,13,1
5.2,68764.9,0,0,8,175.94,2,112,2666.46,0.245,0,0,12,22,13
1.18,93248.87,0,1,4,336.08,2,126,1274.74,0.7398,0,0,5,31,17
52.38,67633.52,1,0,3,39.05,1,225,3128.53,0.8932,0,1,1,25,5
11.56,53411.79,0,0,13,335.04,4,114,1522.53,0.6345,0,1,12,7,2
227.65,40164.63,0,0,4,223.46,0,13,886.17,0.8655,0,1,5,15,1
97.16,92448.49,1,1,9,183.71,2,36,4357.28,0.9209,0,1,7,17,22
63.2,54060.14,0,0,2,89.12,4,221,4907.63,0.6821,1,1,11,22,21
155.16,87157.61,0,0,4,324.69,4,33,3608.85,0.0525,1,1,11,9,10
69.35,55927.01,0,0,12,182.68,0,154,4080.95,0.5208,0,0,4,18,12
128.74,3820.52,0,0,14,225.57,0,236,2314.38,0.7455,0,0,5,4,11
123.74,71184.3,0,0,6,67.27,1,1,2689.94,0.6252,1,0,4,28,0
83.05,9662.28,0,0,4,125.95,2,187,885.57,0.3954,0,0,7,17,13
79.21,63340.53,0,0,12,312.66,4,150,4188.23,0.6874,0,1,2,24,21
123.54,7997.06,0,0,2,178.02,4,30,2049.97,0.7117,1,1,6,12,23
79.96,70111.75,0,0,7,43.67,2,70,1700.88,0.8518,1,1,7,1,2
208.79,36852.56,0,0,10,186.12,0,18,4377.79,0.5513,1,0,9,19,12
222.85,30368.55,0,1,4,258.22,2,224,3352.4,0.8045,1,0,4,3,16
1.71,91134.38,0,0,11,151.62,4,126,460.49,0.2036,0,1,8,27,19
31.23,47903.34,0,0,3,294.79,1,89,104.99,0.5462,1,0,12,9,4
5.94,38019.47,0,0,14,228.82,2,218,402.09,0.5031,0,0,5,26,2
62.44,1985.24,0,0,12,390.01,2,35,1675.1,0.2572,0,0,3,23,5
42.28,94595.0,0,0,5,353.85,2,7,2719.59,0.5208,0,0,7,1,22
56.56,26839.37,0,0,5,419.02,4,126,361.4,0.1341,1,1,3,10,17
64.88,89948.06,0,0,12,92.95,2,214,2438.47,0.9705,1,1,3,13,8
27.65,73551.65,0,0,11,368.16,0,88,1695.54,0.0938,1,0,10,29,7
16.23,9200.0,0,0,3,463.98,2,227,857.56,0.6995,0,0,2,1,9
264.26,13623.64,0,0,4,248.76,0,53,463.56,0.4879,0,0,10,12,17
49.81,91967.01,1,0,14,323.87,3,33,700.13,0.1938,1,0,2,15,22
11.4,88849.43,0,0,14,27.12,2,219,3090.63,0.8624,0,1,6,22,4
64.85,44581.07,1,0,6,19.72,4,222,1205.45,0.1781,0,1,11,19,16
199.21,57039.68,0,0,14,44.19,1,228,367.09,0.4351,0,0,2,5,1
19.41,39964.5,0,0,8,316.81,3,8,2702.86,0.7053,0,0,12,24,3
50.02,96116.64,0,0,8,125.45,3,67,2123.32,0.5826,1,0,7,31,5
27.68,9596.29,0,0,5,33.32,1,138,1784.38,0.3906,1,0,7,2,7
45.01,12051.6,0,0,2,128.16,4,106,2919.33,0.901,0,1,7,4,10
314.57,52810.06,0,0,4,430.79,3,165,4546.96,0.9019,0,1,10,31,16
79.29,79095.69,0,0,14,207.94,1,113,455.2,0.0429,1,0,10,27,15
1.56,33892.78,0,1,13,423.53,4,35,865.55,0.6218,0,1,5,11,13
19.04,67785.24,0,0,9,337.49,3,32,1868.6,0.2381,0,0,10,4,9
7.42,2357.46,0,0,1,366.73,1,163,4108.69,0.2821,1,0,8,9,12
5.04,74783.51,0,0,10,162.94,0,26,1900.58,0.5254,1,0,12,2,1
2.31,21728.01,0,0,13,153.53,3,116,2085.49,0.414,0,0,1,8,16
192.62,28670.68,1,0,9,240.17,2,74,3176.76,0.1316,1,0,2,7,13
132.52,7042.22,0,0,6,435.95,2,111,3051.37,0.2793,0,0,1,13,8
2.76,1159.84,0,0,8,285.74,0,104,3222.97,0.6545,1,0,11,1,6
178.34,63481.96,0,0,14,69.58,2,239,3754.77,0.0868,0,0,2,21,10
134.82,5535.28,1,0,9,123.81,4,47,2900.79,0.76,0,1,10,11,21
30.89,27966.8,0,0,7,233.33,3,71,1616.63,0.6605,0,0,8,5,19
141.28,86079.73,0,0,12,197.26,4,20,3869.22,0.5164,0,1,7,13,16
80.66,84754.56,0,0,3,105.08,3,2,4272.82,0.197,0,0,7,21,10
207.94,13967.87,0,0,1,450.21,4,73,3924.11,0.7697,1,1,4,15,18
20.64,47378.82,0,0,7,270.58,1,56,1264.49,0.4809,0,0,12,6,18
64.22,51035.82,0,0,4,207.45,3,11,3631.07,0.4628,0,0,6,11,0
63.41,22854.42,0,0,1,446.08,0,213,3295.36,0.295,0,0,9,13,1
46.68,82536.21,0,0,2,429.1,2,211,1645.06,0.5576,0,0,12,31,17
86.76,67424.08,0,0,4,434.87,0,169,3542.47,0.3394,0,0,10,13,22
179.5,66661.69,0,1,14,43.08,3,114,4771.86,0.8791,0,1,6,4,0
201.95,820.18,0,0,9,380.5,0,196,845.12,0.9293,0,1,1,31,23
17.32,22323.6,0,0,3,163.84,0,17,2881.8,0.5269,0,0,7,16,11
152.35,77393.29,0,1,2,92.08,3,26,1000.47,0.0906,1,0,8,3,20
57.8,38164.67,0,0,1,366.29,3,135,1058.63,0.1411,1,0,6,6,7
24.33,6265.18,0,1,12,109.43,0,119,931.49,0.6889,1,0,7,18,6
64.85,93138.63,0,0,6,165.66,3,25,2003.94,0.5067,1,0,5,14,22
29.66,21900.99,0,0,14,74.58,2,238,4367.63,0.454,0,0,7,28,18
24.94,50402.85,0,0,10,281.55,3,193,1256.28,0.061,0,0,7,10,1
247.54,33472.62,0,0,10,367.98,0,178,3578.25,0.0041,0,0,5,6,4
81.96,89584.19,0,0,5,412.36,3,18,4921.28,0.2168,0,0,3,3,15
90.69,89764.33,0,0,9,106.77,2,58,56.54,0.9589,0,1,12,22,9
32.74,87364.17,0,0,2,396.86,3,202,846.09,0.9216,1,1,7,12,13
42.72,3224.73,0,0,1,270.71,4,47,4577.57,0.8253,1,1,8,22,18
58.9,90831.22,0,0,3,107.79,1,82,667.49,0.1208,0,0,11,6,19
41.49,63974.45,0,0,12,309.26,3,51,3049.6,0.2858,0,0,12,3,9
43.35,89731.29,0,0,7,493.91,2,97,1569.43,0.2539,1,0,8,31,19
36.82,95967.5,0,0,6,385.41,1,47,1045.18,0.518,0,0,1,12,1
173.84,16496.48,0,0,4,256.81,4,62,1241.85,0.5591,0,1,8,2,8
91.96,85998.17,0,0,13,293.98,3,96,2512.15,0.3056,0,0,2,10,21
33.55,36715.7,0,0,12,253.48,4,81,3536.25,0.0881,1,1,4,9,18
2.19,13017.23,0,0,3,464.02,4,216,2685.12,0.3028,0,1,2,10,15
13.66,50984.93,0,0,1,406.99,3,179,670.07,0.7365,0,0,12,27,11
1.39,36527.99,0,0,13,402.27,0,15,1736.27,0.2929,1,0,6,21,12
216.5,856.7,0,0,1,390.02,3,209,3651.17,0.0747,1,0,2,6,16
136.62,21503.43,0,0,5,468.55,0,102,3109.86,0.8491,0,0,9,29,23
84.4,31603.34,0,0,8,371.31,2,212,4775.8,0.3919,1,0,11,11,23
24.34,35856.5,0,0,12,51.79,2,96,874.87,0.7577,0,0,10,30,15
69.82,92458.58,0,0,3,301.52,1,109,2370.44,0.7437,0,0,3,25,4
265.09,75067.12,0,0,5,54.59,1,158,1897.99,0.5924,0,0,5,25,16
15.88,44288.01,0,0,13,401.15,0,166,747.25,0.5618,1,0,5,5,8
100.64,94135.32,0,0,5,199.64,3,211,4002.95,0.0707,0,0,10,8,14
189.49,22664.98,0,0,10,376.9,4,25,1040.22,0.6133,0,1,1,31,3
52.33,76855.56,0,0,3,137.0,1,103,3523.19,0.057,0,0,3,28,20
541.82,26475.55,0,0,1,182.73,3,121,1541.22,0.792,0,0,1,14,2
3.54,30122.65,0,0,7,158.73,2,4,4814.01,0.7642,0,0,11,17,8
6.88,20900.46,0,0,4,291.81,4,9,3226.72,0.8331,1,1,6,7,10
46.75,54011.95,0,0,1,199.65,2,163,1887.54,0.4373,0,0,4,15,13
83.2,61347.02,0,0,12,377.68,3,100,2327.39,0.9799,1,1,7,3,5
0.15,13855.74,0,0,3,280.42,4,205,2051.7,0.5792,1,1,7,20,19
162.42,76428.45,0,0,7,327.72,0,227,2704.71,0.7652,0,0,4,11,4
7.06,32639.12,1,0,5,89.05,4,191,2719.24,0.389,0,1,4,23,23
262.93,38241.2,0,0,4,319.31,3,43,4594.63,0.4053,0,0,2,21,5
31.11,10169.59,0,1,13,400.97,4,96,2703.65,0.5288,1,1,11,9,12
3.84,86484.67,0,0,14,387.32,0,207,4375.95,0.9273,0,1,12,13,14
7.1,87474.45,0,0,7,287.68,0,31,654.74,0.3344,1,0,5,25,4
97.97,74197.57,0,0,9,420.92,0,96,1188.88,0.6793,0,0,5,5,5
40.51,19859.29,0,0,11,429.08,0,96,831.97,0.4575,1,0,4,26,3
109.98,10075.72,0,0,2,188.3,1,180,1077.3,0.9008,0,1,9,22,23
79.47,49044.95,0,0,10,418.96,1,126,4348.22,0.8722,1,1,8,13,19
258.62,81374.7,0,0,4,351.42,2,188,3702.44,0.1142,0,0,12,5,23
54.81,68175.55,0,0,13,406.84,2,141,2399.7,0.1138,1,0,2,28,6
